Sample_ID,Herb_Name,Adulterant_Present,Adulterant_Type,Adulteration_Level,Spectral_Data
920,Echinacea,0,NotPresent,0,"0.8869482724304838,0.6570486351804383,0.008096922823043196,0.21550552515370236,0.4701362773106246,0.11629778350640696,0.001347060351690299,0.46077175583907404,0.09638155272941218,0.8452950874830409,0.18802232274916708,0.7171308310937008,0.08721495548413649,0.4775806491451994,0.7630947228759201,0.8151945886496641,0.7856794525948901,0.7518349807914183,0.45527747071570457,0.46990296919255914,0.8410068930402312,0.5087009273322941,0.5519960372060109,0.2247020907077234,0.8631941142795498,0.2624233209557848,0.8014732775046745,0.3962929439792984,0.36897754730596344,0.38172040529712026,0.001990725968102125,0.11345634550070172,0.24037128132530905,0.6058662441970033,0.4480408390184829,0.9114437459861937,0.09870765798820336,0.45135477543621294,0.08335685553417227,0.12453107507066441,0.9044288256166255,0.825593065434404,0.8720432618171902,0.001589051056637425,0.3714904087273251,0.193776878294728,0.990334828944967,0.43641210406066333,0.8572857205443337,0.6579702154679647,0.9778930707653837,0.09343961845916549,0.38303500801387813,0.9043382488424689,0.8052462578206911,0.5580817311288232,0.2698791951570271,0.058499156398594376,0.34217838064401007,0.22278957439982894,0.8004326702901715,0.44426166391141164,0.9639690682889194,0.17228664235277025,0.8027354835284561,0.9986669619533807,0.9534855112051407,0.003985565890692211,0.719134780778772,0.7681052582225983,0.019403245887910647,0.5092772886043656,0.17294439759208113,0.9212428911988263,0.05526459405615469,0.6273277810116686,0.8362889862542243,0.27857737848998343,0.7837103996610516,0.7470091537641079,0.7879717479399917,0.8717452720559352,0.26281452053980225,0.6833246181523688,0.7723162308281819,0.34887823029809784,0.6735546438652755,0.710456884613287,0.962813913457072,0.5185516991236636,0.525356525205454,0.857416998081729,0.5857931324159396,0.24507937457864049,0.34568748624325885,0.32060596218536885,0.1317175098176645,0.6915519142354962,0.08736334488662711,0.9757209726593811"
921,Ashwagandha,0,NotPresent,0,"0.6940429166955487,0.526398198985713,0.9221580240044333,0.41660644144911596,0.05296933512471602,0.6999869021024578,0.8578461956684331,0.5602291639516427,0.7803596808720056,0.14393392348553635,0.2863681875691283,0.32439861651769086,0.6902201234970319,0.8907008191602732,0.9616299232509508,0.14429472835785284,0.33150609401130093,0.7145926602752697,0.8024016690923919,0.3608104738689242,0.42189395730045,0.6752840256012598,0.42137332949138506,0.004602585950129079,0.5196195035343406,0.05973158548546065,0.8787667207502204,0.37990869498391,0.4095952213527678,0.1090113870048065,0.19392200919929692,0.2943658108593561,0.20854636414793926,0.545902016402011,0.9769156188558584,0.5492669495474997,0.4080257445852019,0.6590370450175056,0.8320318258938926,0.6661111758823669,0.3347260607898227,0.4617244977528764,0.18377273167051078,0.7821422608622137,0.4935889650861427,0.6363133303211128,0.8418609146474664,0.0961731145073963,0.1895417928476112,0.28476918742685664,0.5668739475693239,0.5441482143675286,0.7246154817978004,0.3537167969608773,0.8877506934253058,0.0020458369570010015,0.4784567319941121,0.9213327355106842,0.8000079853506487,0.32013419011215494,0.7687026255152278,0.2854170388313644,0.3870458221686266,0.8805128448869725,0.9698442939205458,0.24633765314298006,0.42520281539840765,0.4230790431498077,0.32319482327100446,0.9333181173057679,0.33096773163443605,0.1944360354946416,0.5479912168578679,0.2448906902543977,0.6602130162374418,0.027020616117170437,0.9926658234921908,0.14784098132106172,0.09556535384808429,0.02628007985357439,0.18969213528402318,0.40752915774256326,0.5869361893858477,0.8896174888095126,0.9428597890564748,0.798972428690125,0.7578967573655572,0.10734321992621343,0.987608959450695,0.6924573361447003,0.5877213093975835,0.47616204138478924,0.07661386238590295,0.49466159146286015,0.11856634496305374,0.4851288614788315,0.0068595130847697305,0.1453577637189526,0.52597532490087,0.20514975599080176"
922,Ashwagandha,1,Starch,36,"1.8664384555251978,0.7042846572786159,1.2712238037620067,0.008936965536540775,1.6639413491101334,0.1958420754032808,1.7805090103409933,0.5569733530435153,0.7664023976889873,0.24746061260685126,0.4940511234696239,1.6342913363952787,1.5713460533147872,1.0729955309605157,0.6523516642219913,1.239032917557478,0.8813128879199863,0.7657152445073985,1.6685319957169804,0.3665233732812585,0.8332497466303996,1.9237403820734789,0.425943097244736,0.48295220274770867,1.2638558529912503,0.008542924666575136,0.5409980199916282,1.627887212153366,0.621219508723585,1.6124684936196625,0.019002729449242972,1.311810021785995,0.06785413908930149,0.054731626819728874,0.6309911381514199,0.6171436605775382,1.795719335741734,0.4474456224005574,0.3637939333223741,1.6439490609145073,0.032908183472367236,1.9535338497425394,1.5875519636737534,1.363097968536817,1.4244912983170888,0.778173344300457,0.14012902414291317,1.0874236715249048,1.0853668286943605,0.9547425073541671,1.7991080453972095,1.0695777739575294,1.4613671599025266,1.3789526952898237,1.6893737374957718,0.403220513487319,0.7159644521236301,0.1369451902809724,1.74809622203527,0.21423154564540003,1.7034762477734877,0.13540642832917893,1.4457313140302426,1.388125805437822,0.34825177353670056,1.5409316010340959,1.0385187186399365,0.8608758228737767,1.5261971314679428,1.5596658353747892,1.587183217712996,1.8117432836440606,0.9235016741981057,1.738890904125724,0.6338456592042965,1.8050101665341758,0.9423192033614851,1.4795451890772027,0.7567535539116896,0.8384383867844218,1.2114028878824585,0.6121949785259171,0.4896783142567904,0.2859253366496193,0.07822246363376117,1.4455915034614022,1.876538387499736,1.202169895068457,1.4523290434423688,0.3487913641208704,0.7391544332337934,0.8175941443809185,0.20792913463886875,0.27037341589513986,0.0826555459446543,0.7272096274600091,1.481440210393763,1.6311516077085886,1.2996627608092732,0.5366982749395499"
923,Ashwagandha,0,NotPresent,0,"0.13065443459741455,0.13688113697765758,0.26992015737252917,0.5702439774592652,0.3071959303376678,0.4815900635890049,0.36407627936000186,0.8494698398087533,0.3564106633639933,0.8377697935748601,0.8482217115428785,0.49312681674584813,0.2583657642306272,0.1847279558508499,0.881756281506553,0.5861659004616891,0.0005158752608296346,0.7485513917407154,0.060302276168741065,0.519665851917298,0.563462305208917,0.40947947710904453,0.6574301437149522,0.20313213690227172,0.3818895644265723,0.03111172267469664,0.5846419921669018,0.13660767396389406,0.9215245193483779,0.8493541434167108,0.715074170284694,0.5565698322706185,0.8769737458440621,0.2725268364237394,0.3103202333880454,0.1952485668485623,0.6258306027116799,0.14032788404622654,0.38104344085784503,0.18313763961924245,0.9709100871251672,0.5597893013823338,0.175161730492281,0.9823364338791933,0.3794136501734965,0.501627174868826,0.09779782453762731,0.9593693303442652,0.8592050326407783,0.0035269202753018813,0.19804535692594916,0.6264187105160378,0.37952732596606387,0.26238696596064603,0.5134021257487164,0.6456426763855091,0.1922009361739302,0.2694799749860002,0.33270952369275175,0.5757919013208705,0.9446820764786891,0.20189733901159634,0.27431098551976285,0.8193637810289568,0.5948035568491137,0.71633505310569,0.03091976944184116,0.8857060815339762,0.9383246702152601,0.3016489475529128,0.5581381512240653,0.6448255576046903,0.42659282796545817,0.8179399421193142,0.9302936010184462,0.8263083217942766,0.2102700517039523,0.4052802565322763,0.6334821687010381,0.7041802605554928,0.27131075148560513,0.5498638283839944,0.23032365512603659,0.09039355169557917,0.45281389567063657,0.7101061170098034,0.5566101449968711,0.9375950163212248,0.6046151490040017,0.07745354650868641,0.5849799592837732,0.940173763931994,0.7177824483408048,0.7868423359286222,0.7697720096305303,0.543964002218996,0.1350139322573053,0.634401841746475,0.5077401438027357,0.004573321927006324"
924,Ginkgo Biloba,1,Lead Chromate,15,"1.4476266666443613,1.0518447758627156,1.0880443571272405,1.291386695515455,0.3437139398451807,1.101950899245895,1.8942192229518333,0.0890254338328571,1.0913494195600473,1.7172019517712218,1.4399778864406771,0.3708733568243161,1.03272582435986,0.706977777710621,0.3044588495169491,0.0708243593941924,1.8212780155474475,0.9465463425732241,1.194440187870227,0.4354674248253001,1.6846603973162817,1.620896777438249,0.8858857975634629,0.19530021917196172,1.9684518020806836,0.6205368038334447,0.7666112843624606,0.5477821244651329,1.3711957232374368,1.9222748189239014,1.2991636200788057,1.4214768421621047,0.521203227910122,0.44112410769638144,1.8765402506854556,1.767739165052725,1.8427198183526674,1.7591693398045969,0.6712835185869312,1.9925870643480312,1.8072000950642388,0.9690979981130852,1.718556048955338,1.0405363427258871,0.0753445145513405,1.353885583826235,0.25048460515894444,1.414201590426504,0.5320337715648484,0.8543325304347624,0.09285055330910441,0.6047650510113953,0.1949230569014635,0.14495117579165484,0.1809939288211777,1.4993128336984831,0.9854728724123745,0.21606653591171732,0.3605054583895917,1.1050685441657075,0.3852529480849707,0.8784520334856312,0.283752917076586,0.24671123565049435,0.7480547607047279,0.10118080678735364,0.7867634718664422,0.4076536676361848,0.16894178875758237,0.6472040280323501,1.1217767459778014,1.4965665715761305,0.5731716592199954,1.400839028218493,0.03981183109094677,0.9810495333045981,0.017130089243565072,0.08933807075007993,0.43936080661052457,0.6104012658425619,0.3555522212649387,0.712546814749915,1.0746486728412057,0.6277841757327165,0.7426547035674067,1.0450549911972884,0.11965952512206846,1.842709237883644,0.286672098751511,1.3697976151568005,1.0823701446684229,0.8219370774996637,0.8702202913821253,1.0473169625159162,0.4127487789601232,0.8646268403262616,0.5999720789378775,0.6907703801873604,1.2615008789398297,1.5911797502218306"
925,Turmeric,1,Talc,9,"0.8605320018297284,1.5059328572238955,0.15232002417074075,0.21574501257282774,1.6032586213856657,1.3004137825991406,0.08777802019035819,0.7781382251647655,1.2677772254942858,0.3856123653005641,0.7941247347015721,1.6332459771402836,0.3195160567463742,1.2719740559112538,0.5951994216419931,0.06892674896831119,1.8715029622138173,0.6080093097737436,1.5449036132862948,0.03349424341290641,1.1758167954360856,1.4199712304730905,0.23547556621173538,1.23418813652345,1.2906620841565128,1.0489469718605677,1.346785948174894,1.0914324680477003,1.978033465426937,1.7865693547003534,0.357823757251289,0.9396182418235683,0.7002253601340354,1.0299591368074585,1.665016410589626,1.0527056471341765,1.1051265573091391,0.21114585334276526,1.7497844481698774,0.6314185433994073,1.7556023613036271,0.5552600449150225,0.5073031797535046,0.9048467313049962,1.4287622431907536,1.0425585882532353,0.049656264124209315,0.34924904913318944,0.7192361355984667,1.9454856597526526,0.38286005161599324,1.445348905298419,0.7092612639700644,1.9119744812972574,1.2006926767123403,0.15985255299995305,0.2916648160806543,1.810073375292918,0.38231251151468837,0.7733737060699473,1.3951576868721354,0.6774180093810509,1.5571272376386753,1.221670280753754,1.812894848464026,0.5307896006387127,0.15881957852377449,0.5194313571371321,1.7335178862862453,0.5363614342598078,0.8037352346932238,1.7516698065967262,1.1876320402473128,0.41530828087246263,1.063234419410557,0.5100808200961593,0.6347840236459581,0.336773028742096,1.9718360750509383,0.6550518565872887,1.4946695153972884,0.5362086302599967,0.64387330487428,0.36107617829677663,0.41005121848429327,1.3291289298953644,0.04582420953047395,0.4144736985703219,0.9921168319693867,1.2994651075247863,1.422863800629432,0.14812391524419266,1.079289609202635,1.1802483646239033,1.6778147602488447,1.0701353231873287,1.7760157817248552,0.6656569529394185,0.13412757097954064,1.2313638737841104"
926,Ginkgo Biloba,1,Metanil Yellow,5,"1.6350334275248037,1.2201355972245775,0.17596807162707329,0.8142366379985508,1.3001222204225091,0.08288310128831733,1.1497691643342987,0.4706369232996681,0.8222052461622624,0.3569453536048408,0.7757652731739715,0.4216771625979041,1.2893803376035322,0.8671409279345303,0.5007832022828569,0.14716033009255325,1.6229649871792953,0.06793570906753832,0.26094687103333203,1.1285330114534944,1.321587145268111,0.22506079336151497,1.7810291476956301,1.4589517678723287,0.5223187781518099,1.9688534666332165,1.307381194704604,1.9685707952861582,0.6514916433785871,1.7211635622741184,0.48185920370015145,1.451779493772164,0.9292024317917813,0.3290783612648729,1.590575562625493,0.35445539323058006,1.1858196733382562,1.18828300107786,1.295099918740502,1.415802145528149,0.22707949355635582,0.7118869969387387,0.422452506749478,0.3495199645544751,0.481680512036434,1.7045315378509929,1.6293793769598093,0.12005615293308525,0.745914652551398,1.8442463883054934,0.2424271725133209,1.4852185073141109,0.5567604545799507,1.0461801828938573,0.5999677508511669,1.798109575180414,1.3936570368284773,0.6009799762829477,1.0769105309587936,1.2121745415912086,1.705369620973459,1.7673502695893288,1.141986532619712,1.4233720750947427,0.8058326090649883,0.3057954345196976,0.11075990398549163,1.1453001741807705,1.1586796565289708,0.7557364261570925,1.2562084486949638,0.7596188602170582,0.8020332669942885,1.6872425158136373,0.6508200786017333,0.412453694925317,0.10376694902389616,1.337182303711434,0.13940256627275693,1.6554480689027153,1.6150442759778438,0.46826350372461945,1.8591847098202736,1.0203872984348363,1.5717986116192757,0.35011199049522324,1.5014672362283923,1.161204617057907,0.8011547727580621,1.4930651543316171,1.1838851576559604,0.8891558129681336,0.1651551991717315,1.0386651299297487,1.6456814586431634,0.03230059221855752,0.20075171860655816,0.2903867071054229,0.5993404475120605,1.0788668337044596"
927,Ginseng,1,Dextrin,18,"1.3463778764601806,0.61929660423379,0.7607173372995224,1.1784696851549992,0.5241329818670848,0.7842283690747047,1.3530736924695947,0.41493988391034575,0.6004383233719255,0.2717498222296082,0.14282497920415316,1.6538022964857877,0.3388461061629635,0.6160475739252333,0.1300710393113742,1.4378949081885672,1.9426267002565505,0.9679526525245556,1.3100056255211305,0.7552010133372802,0.769171055522619,0.26320631211780854,0.20980820259640587,1.776428008167875,0.031086098180348465,0.9449347493718423,1.2656292422272142,1.8681798156285216,1.0733474125076636,1.8054012085033724,1.088756620586621,0.007228291389793862,0.02852602468370158,0.9773804460624618,1.3932811708787554,0.19872865781353188,1.685889426598326,0.07642265080359611,1.366446385739539,0.07527481010647619,1.6367315798694047,0.4484765566039792,0.3297291262731221,0.9910604855873308,1.8655571899490082,0.19794660866708802,0.9784163068631302,0.9586773521327925,0.8407151850054744,0.9414044924391998,0.27106984827308467,1.2215173801717012,0.34556937120065956,0.34149087058623695,1.2192758950431941,0.5594285753518793,1.5963692683464734,0.516826654523578,0.8468646555938992,1.9230764174626902,1.0509427636814004,1.8242648757843023,1.0412538467459498,0.7815938915439378,0.8659630546416432,1.0842163899425765,1.9476376686130676,1.6142083392565787,0.9851339104098193,0.6979544046160588,0.9721597581878478,1.777962909337321,1.2614564826445698,0.6938425046106926,0.12291632378179784,1.4419414515670805,0.6965369825111347,0.5753230163139538,1.2298170830579216,1.2959887270742163,0.979298485413922,0.11884823205688733,0.2414101567280582,0.37682263783570225,0.7664643659847774,0.18062807695072514,0.6506418098900097,0.4565975717589563,1.5825719215963878,1.9717535450625105,0.3854421537613617,1.222809442986813,1.5846617285584088,0.35295094516098646,0.6436575520095182,1.6454287737497841,0.7899623483980396,0.4505275900609482,1.1898507426471838,0.6098910158423396"
928,Ginseng,0,NotPresent,0,"0.10115375193146514,0.9891420518061154,0.9760092846670546,0.7723745792502121,0.5976974034457508,0.9026809879608927,0.3428169149255923,0.46284766341081585,0.5964744578728337,0.015183210166999639,0.39232342596005976,0.8630465130214424,0.016818051427263447,0.3412928188971074,0.46672619830703366,0.14617961742268548,0.06893001225354145,0.9140236144641362,0.4690844201359793,0.35213699354255723,0.47931326472873104,0.26290148376940914,0.4500339604857554,0.5627391289274186,0.5086281021751141,0.3619006339333012,0.13100516649868776,0.9115149557977982,0.6493904037064768,0.9573832600590462,0.17468317624016638,0.35409668751779755,0.9445632338447645,0.16262461531829564,0.10913991032930692,0.41839207700396086,0.759336818464532,0.4536706105008166,0.9912236274355019,0.5653698676849422,0.8930085852917358,0.7339267472513962,0.687511507704394,0.17396682530420204,0.7847046897473596,0.2797195416155672,0.8864067130258038,0.07679679229015601,0.2684656762452484,0.004390617803923691,0.2991786130674108,0.20338891130111958,0.35174668682399257,0.5759464539167239,0.5343090545503232,0.9715114206501353,0.6409315884538431,0.49478674225073005,0.02366556830739419,0.9030296833607451,0.5178974411088569,0.1719574043623121,0.46835937515140436,0.5117601797332884,0.9643462336452739,0.5955227462005349,0.6930345475197174,0.3880052648821375,0.05297644536385626,0.8288678171723345,0.34905167257200687,0.7631688755819424,0.6152237663183038,0.5278170228965391,0.9654541037341106,0.9026421114729991,0.3880502101983091,0.6877772116829305,0.2084306654416016,0.6975010597827153,0.9475046997149745,0.9219118765844876,0.08406013429308912,0.15431622692458047,0.47427107923086087,0.47533608013593875,0.09047554593085616,0.3549430466876088,0.08153853223040242,0.02106756252563935,0.7963846065401997,0.877078139174337,0.1643954219101087,0.6507134301404298,0.9585569372950528,0.19134843600640428,0.053879828440958955,0.5880243502997021,0.3830117981062181,0.8545654686212172"
929,Turmeric,1,Chicory,31,"1.0226962454234005,0.4417913386159942,0.4126485091173937,1.0093257099348243,0.9364466615873901,0.10029044819548072,1.2945682736699144,1.810998592550206,0.8656329215069758,1.7576069507860097,0.6608540960359626,1.26053015112312,0.8110500937238465,1.4650542177011858,0.8023379458983628,0.2949562570843889,0.6241636269328037,1.947892093418538,1.8671485319792789,0.47082174402870747,1.6814433372368407,0.062281283378879504,0.6741521445206606,0.09800126486198946,1.080312035653773,0.31091790901412075,0.2893312704413824,0.5670603056976566,1.4500542452831595,0.2634963699080335,0.09404192574628123,0.6984084779064657,0.8740104152435602,0.6848884293775561,0.8648498889824108,0.6161395187804541,1.9068540462410224,1.8292725969620516,1.5215267237869545,0.6869319230924487,0.31286335447753744,0.35415158929626434,0.028135068894378223,0.8578724723989812,0.07292097406978093,0.0545085598503694,1.7876445243258372,0.13898838857661833,1.8197677013305027,1.6770554482547988,0.06466433655543247,1.3640768957327738,0.2865601221088745,0.6598134467506211,1.033144519260076,0.8099477003718933,1.5203211937089043,1.1768315689054683,0.4022595422879722,0.029026267849908916,0.26454848623899907,1.764108869340511,0.8803676504272773,1.4352807590710028,0.29067094428593254,1.8792626379005755,0.024714737534283104,1.251736024129262,0.1098505760878059,1.4423060821521163,1.7596500922190326,0.29281017191019654,1.188160410476137,0.06480998547958561,1.0988990850866474,1.736528813592793,0.030604198570670427,1.7189030802380847,1.3847001675502495,1.6705373701777981,1.0547306368010962,1.6102609758039677e-05,1.40613384504697,1.0890039173738701,0.68339138153181,1.5843951749008576,0.24770443822214627,1.080752365860293,0.9469987742392914,0.777662157597447,0.15027301098229517,0.8135735852618717,0.4454059937792194,1.491530560968698,1.927501757656325,0.1823976701963681,0.24302292827059846,0.7737203603606335,0.4158936217277389,1.1950129312930446"
930,Ginseng,1,Dextrin,6,"0.4588346606802318,0.12862724855308505,0.6035524155470231,0.9237279784516821,1.3979788618415199,1.1923564859541902,1.7311986831514679,0.6009236005418803,1.482815092570718,0.7665198927759798,1.4016893390237497,1.4815291083906572,1.5233486052920513,0.8317768696979992,1.823620917203422,1.7189507242203321,1.9936032139220938,1.6243436651472711,0.4709777507069932,0.4652722411117296,1.32411565394666,1.9337961372050565,1.7161746909645879,1.2057007479206194,0.5280252381379835,1.9796250428604547,1.6753478960746366,1.3171527432103367,1.7488179232583858,0.7857944810790063,1.4323836639739647,0.26232925991037925,1.9906489770989289,0.9010257257696292,0.8686861334608402,1.6371867256196424,0.2016776164264722,0.9502609001861484,0.6651483379975829,1.7673533410331057,0.1790072614644147,0.7565634348621693,1.750728725817181,0.2963261502826213,1.7362248793860784,1.614643276621217,1.735775106054577,0.954212067581651,1.8231918427192777,1.213669484153988,1.1505233984726482,1.8432810937306336,1.5362454376375856,0.403821440472397,0.7536033162161064,1.462991324824864,1.1351817473509667,0.7099769032951171,0.6308933217958279,0.1936651250216037,1.8956811955447106,0.6789596467656274,1.332261310915528,0.9767391418631111,1.1304140448670392,1.7247737160424852,0.6433149274304168,1.499305804038316,0.8108494462515039,0.02687361544400302,1.4249742181875071,0.35685478853385844,0.45961791020320364,1.891888194588347,0.2842361332091645,0.3951928290010853,1.9584425360409141,1.3869691808620912,1.2245325023163567,1.0858242342650946,1.2241056214588308,0.15158904977155352,1.9772120609135944,1.0720512751109035,1.5877650170353341,0.8539173744625332,1.6089017512581236,1.0647636820679334,1.2876512097457407,0.5300150195051931,0.5592262712485612,1.9643262564620945,1.1881791477583545,0.3462601335572375,1.7095078941344513,1.5085866556873035,0.27489405749345575,0.5577025656932202,0.019569188804899884,1.8678166870787039"
931,Ashwagandha,0,NotPresent,0,"0.6230976928426445,0.8237108967155328,0.08480489730593221,0.012298131664685408,0.7523882606444267,0.6535991494790286,0.8496040175705278,0.5923872702662092,0.15684313361693458,0.8016105899634467,0.3309398272953561,0.6194208851556501,0.7707504156604793,0.12913875049073475,0.1271981438608515,0.07677759601739997,0.9096505048359752,0.1041185282756083,0.6714459372112432,0.44972514534564534,0.6172744928874148,0.4746159485545086,0.6326504651627829,0.612077476031021,0.9812706693926375,0.21831914787367113,0.3221486329654748,0.9256411753820629,0.009811226759039449,0.19871455398099425,0.9143681770790886,0.5453290026328136,0.5533568800482401,0.6505486149019375,0.4624359551842432,0.3907580370628795,0.4915258049918815,0.8561361871869602,0.906142539834108,0.8857729584421986,0.7719406672665442,0.38719578999127835,0.8253159705128688,0.7595509706168915,0.32070997832203485,0.9159461539109462,0.6317894805942817,0.9066175250172215,0.20483759323853568,0.6803380537357466,0.6306947399124012,0.1722158678632455,0.015001755453978305,0.9622146130935407,0.5643469017092662,0.31458185999484434,0.9294226592005636,0.46727060903396966,0.4018163367038391,0.9472932237040748,0.20470207324461454,0.5374677259589481,0.5525900552350823,0.8331602935620991,0.13371008382571015,0.8234163041222042,0.30585030285762127,0.4148873830861278,0.34238774425171015,0.11589024240280932,0.06503785025306752,0.0012140886436451392,0.2460826608775022,0.9380291424507775,0.43719284106008516,0.23883485790620218,0.02919877752273492,0.23976887089225196,0.45529540103138355,0.5832773819704417,0.016625851481499754,0.9700002081270716,0.6676334140859834,0.5530815803518031,0.7763712508900965,0.5310765723838382,0.6177251302294448,0.28947561092233254,0.188016201929336,0.7468812661575462,0.044960900488280386,0.44416573524948955,0.9852132377351508,0.08783263133531838,0.9803056308708483,0.9589303078924338,0.06879759923641904,0.6961780089605712,0.864935094343085,0.04180385686918009"
932,Ginseng,1,Talc,9,"0.7487393970864953,0.3446062730238588,1.5554323401327146,1.9224754437727416,1.821717721988827,1.8441407992176857,0.6990202080152503,0.4030049581350412,1.859393088825498,0.44174750589800005,1.4752272719096935,1.331941127925675,0.38095738005018065,0.9483570655259344,0.9790992422074896,1.9380098006411908,1.128113188405858,1.319770121203586,1.3555987655835802,1.2764128727388009,0.3969839865252387,0.3845523440634864,1.2130559107487386,1.9301117288249852,0.2115637473742249,0.4334497738752796,1.6443651028625714,1.2916376451099476,1.2508025673253924,1.3026039281680217,1.6485273358678683,0.35151925806261075,1.0506496899537225,1.4344696114821005,1.4567820658154653,1.2069071477209667,1.1339001377571727,1.606213502361793,1.6344948984659402,0.3325021413975484,0.00802251656147046,0.35112546713535586,0.9343722235534078,1.2379092747052503,1.4496015706106593,1.9044628815895694,0.04051608886489744,0.7875418650401389,1.5341227891882043,1.7446385147674628,0.5426103969139899,1.8991614182322893,1.094086151451343,1.8870847115945335,0.44259308653344087,1.656144190227254,1.0810408563171416,0.44361478825226164,1.9211768686970507,1.6717194056938152,1.5173647957964782,1.980470448880638,1.204217606084465,1.1586709135793292,0.6007446060863668,0.6472526843887201,1.6040919546861836,0.7367818639188397,1.9235504208831824,1.2722711635584791,1.110107152083183,1.557787789944222,0.8078094535956795,0.23363964686453786,1.9489690736961613,1.922025429782147,1.695186545710464,0.9413233164771291,0.5930408471961495,1.9883488017237358,0.31850666799744953,1.4395944335122917,1.838119479031152,0.48134458650788803,0.6664716913068887,1.96940617026096,1.3720055609503243,0.21238456820387785,0.5475904535643328,0.7545768232204282,0.2025023629251559,0.8974428866787398,0.910564993156056,1.020770831207522,0.06702868621341507,1.4932281904000468,1.4985208807521166,1.3739035284993577,1.6761342405089035,1.9999895976352682"
933,Ginseng,1,Lead Chromate,13,"1.5057850832094684,0.2824832794179404,0.08990525824137285,1.5484025601099507,1.0416374317942148,0.7966379480878236,0.20503077348300303,0.9524962292797143,0.6804069528134535,1.9094557939938064,0.8151025182755505,0.6577529969115941,1.4278995998666826,0.7202579771120816,0.23504504829170103,0.4955398681350265,0.38358703400384253,1.562535925043718,1.7083617048956479,0.26866691973182055,0.6287802624775027,0.9200679096631734,1.2890252607387311,1.8585141579302558,1.513991070437199,0.3913396383847414,1.6723111010001908,0.3399155722892717,0.7030172991710553,0.4072614412599873,0.1795734074269273,0.9884399183798185,0.5569544184436928,1.913388701154806,1.2872034637889835,0.6250696836692418,1.879886748122191,0.07163226102987763,1.8490122700135267,1.0615194543028414,0.9119968329036456,1.5257760833260974,1.865701152864222,1.1734647639552558,1.9695460949295618,1.7006778249226178,0.9854898157303884,1.8962266049596719,0.4754262842441539,1.4782940778934244,0.08136147418482365,1.6989985183606189,0.2935355536844304,0.6753165240675012,1.6290342730302931,0.35498310037333236,0.04401399979871545,0.9415633317641467,0.9842508174746218,0.509619925413511,0.5004786828846195,0.4809150419249315,0.8290190206496635,0.7167798750529542,0.5660680073236093,0.8996723326613925,0.5621402608334536,0.6526472608447791,1.059499606780382,1.3093118543075046,1.4918148736534167,1.2263734848522934,0.9600883220112832,1.4646133711404206,0.49570725816581307,1.0128150798117566,1.988123237417877,0.17851381046486425,1.2254636348361032,0.7643681285961599,1.9071620082824339,0.8753122653036682,0.6372745432740403,1.606664247340693,0.7362405331125395,1.6255166960253613,1.5637617493211202,0.9139842835216152,1.1320222541544196,0.8226544486202041,1.2176569715584769,1.3559595377437443,0.7766007999367064,1.393675446056037,1.3302822057931596,0.8500595087826641,0.8314311468660849,0.4540138303672048,0.13961487545388374,1.6280485359052341"
934,Ginseng,0,NotPresent,0,"0.4691894877910573,0.18924194066186617,0.9867363871516478,0.47499399128697095,0.4394372882829882,0.6741164910271621,0.8591735677148552,0.07657564038679077,0.076887142627452,0.710815869859623,0.18721853442887937,0.9548185835254206,0.8852688363231841,0.7971939149884895,0.2259793108378998,0.6853635912452427,0.1908552487414703,0.2838151289780033,0.4240268806581373,0.9613828232504281,0.6982754332333577,0.3823568772400935,0.3783139860004292,0.05871883881977258,0.635485314453358,0.2686156292526616,0.8219610120630187,0.7987886908841897,0.5881601793658513,0.20214677193328467,0.6960052259553092,0.3963868464747623,0.3688119204802637,0.4426647814683776,0.1395992066179822,0.3038139134083565,0.24807493968998995,0.9279736681802296,0.06298724061287797,0.13332745619977127,0.7541465756401069,0.6488969307268084,0.7854668059364643,0.5819138018611052,0.12464128496052529,0.550548657104333,0.91793905141645,0.8812367952531452,0.38324614486701114,0.6901678080773311,0.4525839613174629,0.22089547556510258,0.8956864843627224,0.8286819927607969,0.46884302717106674,0.7534710615979462,0.4487673827235731,0.9439783591014177,0.7887744801974919,0.48364076790049937,0.5762609679205446,0.3142752587020754,0.573935287236152,0.8032260743456346,0.478697167253087,0.014850287167111675,0.5393957094083478,0.936383103609815,0.7991707293030798,0.3446223204426868,0.1982589127177663,0.4021174710769859,0.8532716099143183,0.48180839347180093,0.8634543770564307,0.6459796827735886,0.6529634168584378,0.7728673585671972,0.0946372546410208,0.5664310118213927,0.2592621304459799,0.5572888951387251,0.7370784445605512,0.2836314873293947,0.41732903811873245,0.5764554991320353,0.7379648413993563,0.1791948291602089,0.699070515164398,0.8286883944452679,0.7059290200543404,0.7926277620698705,0.24232663955984823,0.8591872944070612,0.8502298750603008,0.9165530227644964,0.5242352442588956,0.04544184802110174,0.5510050969556085,0.1331765870738133"
